item1,item2,item3,value1,value2,value3,part_item1,part_item2,part_item3,part_value1,part_value2,part_value3,reward,agreement,text,convo.id
2,1,3,0,1,8,2,1,3,1,1,5,8,agree,"THEM: i would like the ball and two hats if possible <eos> YOU: i have to have the ball <eos> THEM: whats it worth to you <eos> YOU: anything and you can imagine : ) <eos> THEM: well i can imagine what it is worth to me so here we are . i would like the ball as wells o what else can we agree on ? <eos> YOU: i'll let you have everything if i can have the ball <eos> THEM: straight up how many points is that ball worth to you and i'll say yes or no to that deal . <eos> YOU: 8 and i have been getting too many warnings about doing so bad <eos> THEM: need to work on that hustle , its only worth 5 to me and all the stuff together is only worth 5 to me as well , your call . <eos> YOU: i need the ball and you can have the rest , hats are 0 for me and books are 1 <eos> THEM: take your ball and go play somewhere else then . <eos> YOU: thanks <eos> THEM: <selection>",10078
3,1,1,6,1,1,3,2,1,4,1,0,7,agree,"THEM: hi , i want the hat and one book <eos> YOU: i can't do that , you take the books i get the hat and the ball <eos> THEM: i really need the hat . without the hat i`m at 3 points . <eos> YOU: same here , no deal <eos> THEM: one hat and one book . thats all i need . <eos> YOU: i can't do that <eos> THEM: this is fair on my side . i won`t get many points . 3 for each <eos> YOU: i have to have the hat and one other item or no deal <eos> THEM: how much is it worth that hat for you ? and the ball ? <eos> YOU: we can't tell each other taht <eos> THEM: i`ll give you the hat and the ball . lets just move on <eos> YOU: great <eos> THEM: <selection>",10079
3,2,1,4,1,0,3,1,1,6,1,1,6,agree,"YOU: hi , i want the hat and one book <eos> THEM: i can't do that , you take the books i get the hat and the ball <eos> YOU: i really need the hat . without the hat i`m at 3 points . <eos> THEM: same here , no deal <eos> YOU: one hat and one book . thats all i need . <eos> THEM: i can't do that <eos> YOU: this is fair on my side . i won`t get many points . 3 for each <eos> THEM: i have to have the hat and one other item or no deal <eos> YOU: how much is it worth that hat for you ? and the ball ? <eos> THEM: we can't tell each other taht <eos> YOU: i`ll give you the hat and the ball . lets just move on <eos> THEM: great <eos> YOU: <selection>",10080
3,2,1,4,1,0,3,2,1,2,1,2,10,disagree,YOU: i'm a cowboy who's learning to read . i'd like the hat so i can keep the sun out of my eyes while i try to read . <eos> THEM: <selection>,10081
1,3,4,0,1,7,1,1,4,2,1,1,10,agree,YOU: can i have the book and ball <eos> THEM: sure <eos> YOU: okay deal i take the book and ball you take the hats <eos> THEM: <selection>,10082
1,1,4,2,1,1,1,3,4,0,1,7,8,agree,THEM: can i have the book and ball <eos> YOU: sure <eos> THEM: okay deal i take the book and ball you take the hats <eos> YOU: <selection>,10083
1,2,4,1,1,4,1,2,4,1,1,4,5,agree,"THEM: i want one of each - you can have three hats . <eos> YOU: i need the ball . would you accept 4 hats if i can have the ball and the book ? <eos> THEM: no , but you can have the ball if i can get all the rest of it . <eos> YOU: i need 2 hats then if i can't have the book . <eos> THEM: that doesn't work for me . you can have the book and two hats if i get the ball and the other two hats . <eos> YOU: i need the ball more than anything . how about i just get the ball and 1 hat ? <eos> THEM: the ball is my best one too . so i really need all the rest of it to make it work okay for me . <eos> YOU: if i give up the ball i need everything else to make it worth it . <eos> THEM: you can have the ball , i just need everything else . <eos> YOU: the ball isn't enough on it's own though for me . how about i just take the book and 3 hats ? <eos> THEM: i think we're in the same spot . . . so i'll agree to that . <eos> YOU: cool , it's a deal <eos> THEM: <selection>",10084
1,2,4,1,1,4,1,2,4,1,1,4,5,agree,"YOU: i want one of each - you can have three hats . <eos> THEM: i need the ball . would you accept 4 hats if i can have the ball and the book ? <eos> YOU: no , but you can have the ball if i can get all the rest of it . <eos> THEM: i need 2 hats then if i can't have the book . <eos> YOU: that doesn't work for me . you can have the book and two hats if i get the ball and the other two hats . <eos> THEM: i need the ball more than anything . how about i just get the ball and 1 hat ? <eos> YOU: the ball is my best one too . so i really need all the rest of it to make it work okay for me . <eos> THEM: if i give up the ball i need everything else to make it worth it . <eos> YOU: you can have the ball , i just need everything else . <eos> THEM: the ball isn't enough on it's own though for me . how about i just take the book and 3 hats ? <eos> YOU: i think we're in the same spot . . . so i'll agree to that . <eos> THEM: cool , it's a deal <eos> YOU: <selection>",10085
4,1,1,2,2,2,4,2,1,2,2,0,6,agree,"THEM: you can have the balls , the others are worth 2 each to me . <eos> YOU: can i get the balls and 2 books ? <eos> THEM: sure . <eos> YOU: <selection>",10086
4,2,1,2,2,0,4,1,1,2,2,2,6,agree,"YOU: you can have the balls , the others are worth 2 each to me . <eos> THEM: can i get the balls and 2 books ? <eos> YOU: sure . <eos> THEM: <selection>",10087
1,0,2,5,2,0,1,2,2,1,2,3,10,agree,THEM: i need the book and one ball <eos> YOU: deal <eos> THEM: <selection>,10088
1,2,2,1,2,3,1,0,2,5,2,0,5,agree,YOU: i need the book and one ball <eos> THEM: deal <eos> YOU: <selection>,10089
3,1,1,7,3,0,3,0,1,7,3,1,NA,agree,"YOU: i need the hat and books and you can have the balls <eos> THEM: sorry , i cant do that . i would like the hat and balls <eos> YOU: i have to have the hat or no deal <eos> THEM: no deal then <eos> YOU: no deal <eos> THEM: no deal <eos> YOU: no deal <eos> THEM: no deal <eos> YOU: no deal <eos> THEM: no deal <eos> YOU: <selection>",10090
3,0,1,7,3,1,3,1,1,7,3,0,NA,agree,"THEM: i need the hat and books and you can have the balls <eos> YOU: sorry , i cant do that . i would like the hat and balls <eos> THEM: i have to have the hat or no deal <eos> YOU: no deal then <eos> THEM: no deal <eos> YOU: no deal <eos> THEM: no deal <eos> YOU: no deal <eos> THEM: no deal <eos> YOU: no deal <eos> THEM: <selection>",10091
3,3,1,1,2,0,3,0,1,6,2,2,9,agree,"THEM: good evening ! i'd like the hat and 2 balls , are the books of value to you ? <eos> YOU: that works perfect . <eos> THEM: <selection>",10092
3,0,1,6,2,2,3,3,1,1,2,0,10,agree,"YOU: good evening ! i'd like the hat and 2 balls , are the books of value to you ? <eos> THEM: that works perfect . <eos> YOU: <selection>",10093
3,0,1,6,1,4,3,1,1,3,1,4,6,agree,"YOU: could i have the hat and ball and you can keep the three books ? <eos> THEM: no . i want the ball and some of the books . <eos> YOU: alright take the ball and one book then . <eos> THEM: two books and the ball and we have a deal <eos> YOU: i wasn't asking , i was telling you to take the ball and one book . those books are near worthless to me so i need at least two of them to compensate for the lack of the ball . <eos> THEM: fine <eos> YOU: <selection>",10094
3,1,1,3,1,4,3,0,1,6,1,4,5,agree,"THEM: could i have the hat and ball and you can keep the three books ? <eos> YOU: no . i want the ball and some of the books . <eos> THEM: alright take the ball and one book then . <eos> YOU: two books and the ball and we have a deal <eos> THEM: i wasn't asking , i was telling you to take the ball and one book . those books are near worthless to me so i need at least two of them to compensate for the lack of the ball . <eos> YOU: fine <eos> THEM: <selection>",10095
1,6,4,1,1,0,1,1,4,0,1,9,8,agree,"THEM: i need the ball and the book <eos> YOU: you can have the ball , but i need the book <eos> THEM: can i have a hat instead of the book <eos> YOU: i would like the book and 2 hats . you take the ball and 2 hats ? <eos> THEM: sounds good <eos> YOU: deal <eos> THEM: <selection>",10096
1,1,4,0,1,9,1,6,4,1,1,0,9,agree,"YOU: i need the ball and the book <eos> THEM: you can have the ball , but i need the book <eos> YOU: can i have a hat instead of the book <eos> THEM: i would like the book and 2 hats . you take the ball and 2 hats ? <eos> YOU: sounds good <eos> THEM: deal <eos> YOU: <selection>",10097
1,2,2,4,2,0,1,2,2,2,2,2,6,agree,"YOU: i want the hats and the book <eos> THEM: how about you have the book and 1 hat , and i will have the balls and 1 hat . <eos> YOU: okay <eos> THEM: <selection>",10098
1,2,2,2,2,2,1,2,2,4,2,0,6,agree,"THEM: i want the hats and the book <eos> YOU: how about you have the book and 1 hat , and i will have the balls and 1 hat . <eos> THEM: okay <eos> YOU: <selection>",10099
2,3,2,2,1,0,2,1,2,2,1,4,8,agree,"THEM: hiya . if i can have the ball and one hat , you can have the rest . <eos> YOU: deal <eos> THEM: <selection>",10100
2,1,2,2,1,4,2,3,2,2,1,0,6,agree,"YOU: hiya . if i can have the ball and one hat , you can have the rest . <eos> THEM: deal <eos> YOU: <selection>",10101
2,3,2,1,1,2,2,4,2,0,1,2,NA,agree,YOU: if i can have the ball and the books you can have the hats <eos> THEM: you can have the hats . i'll take the others <eos> YOU: i can not make that deal . i need the books and the ball or i can not make a deal <eos> THEM: then no deal <eos> YOU: no deal . <eos> THEM: no deal <eos> YOU: no deal . <eos> THEM: no deal <eos> YOU: no deal <eos> THEM: definitely not a deal <eos> YOU: <selection>,10102
2,4,2,0,1,2,2,3,2,1,1,2,NA,agree,THEM: if i can have the ball and the books you can have the hats <eos> YOU: you can have the hats . i'll take the others <eos> THEM: i can not make that deal . i need the books and the ball or i can not make a deal <eos> YOU: then no deal <eos> THEM: no deal . <eos> YOU: no deal <eos> THEM: no deal . <eos> YOU: no deal <eos> THEM: no deal <eos> YOU: definitely not a deal <eos> THEM: <selection>,10103
2,1,1,8,2,0,2,2,1,2,2,2,8,agree,"THEM: do you want to split everything evenly ? <eos> YOU: i just want the hat please <eos> THEM: okay , you can have the hat and i will take the rest ? <eos> YOU: sure <eos> THEM: okay , have a good rest of the night ! <eos> YOU: <selection>",10104
2,2,1,2,2,2,2,1,1,8,2,0,8,agree,"YOU: do you want to split everything evenly ? <eos> THEM: i just want the hat please <eos> YOU: okay , you can have the hat and i will take the rest ? <eos> THEM: sure <eos> YOU: okay , have a good rest of the night ! <eos> THEM: <selection>",10105
4,1,1,3,1,3,4,0,1,10,1,0,7,disagree,THEM: what would you like <eos> YOU: a ball and hat <eos> THEM: i will give you the ball and the books <eos> YOU: okay <eos> THEM: deal <eos> YOU: <selection>,10106
4,0,1,10,1,0,4,1,1,3,1,3,10,disagree,YOU: what would you like <eos> THEM: a ball and hat <eos> YOU: i will give you the ball and the books <eos> THEM: okay <eos> YOU: deal <eos> THEM: <selection>,10107
2,0,2,0,2,5,2,2,2,2,2,1,10,agree,THEM: i'd like 2 hats and a book ? <eos> YOU: deal <eos> THEM: <selection>,10108
2,2,2,2,2,1,2,0,2,0,2,5,6,agree,YOU: i'd like 2 hats and a book ? <eos> THEM: deal <eos> YOU: <selection>,10109
2,2,1,3,3,1,2,1,1,8,3,0,7,agree,YOU: i'd like the hat and books . <eos> THEM: no deal . i need hat <eos> YOU: then you take hat and i'll take the rest . <eos> THEM: deal <eos> YOU: <selection>,10110
2,1,1,8,3,0,2,2,1,3,3,1,8,agree,THEM: i'd like the hat and books . <eos> YOU: no deal . i need hat <eos> THEM: then you take hat and i'll take the rest . <eos> YOU: deal <eos> THEM: <selection>,10111
3,0,2,2,1,6,3,1,2,3,1,1,8,disagree,YOU: i will give you three books <eos> THEM: i will give you one basketball in exchange <eos> YOU: 2 balls and we have a deal <eos> THEM: i only have one ball available sorry . <eos> YOU: 1 ball and a hat <eos> THEM: ok deal <eos> YOU: <selection>,10112
3,1,2,3,1,1,3,0,2,2,1,6,3,disagree,THEM: i will give you three books <eos> YOU: i will give you one basketball in exchange <eos> THEM: 2 balls and we have a deal <eos> YOU: i only have one ball available sorry . <eos> THEM: 1 ball and a hat <eos> YOU: ok deal <eos> THEM: <selection>,10113
3,1,2,3,1,1,3,0,2,4,1,2,9,disagree,YOU: i can offer you one ball or one book <eos> THEM: i'll take the ball and one hat . <eos> YOU: how about you just take the ball <eos> THEM: <selection>,10114
2,1,1,8,3,0,2,0,1,4,3,2,9,disagree,"THEM: i'll give you the books if i can take the rest . <eos> YOU: i'll take the hats and you can have all the books and balls . i'm a hat fan . <eos> THEM: no . i already have tons of books . i'll take the hat and 2 balls ? <eos> YOU: how about we split the hats and i get a ball and all the books please . <eos> THEM: i only have one hat . . . do you have more ? <eos> YOU: yes <eos> THEM: i only have one hat ! <eos> YOU: i have a hat to <eos> THEM: i'm confused . you said split the hats , but i just have one . what are you saying ? <eos> YOU: their are 8 available so we can split them <eos> THEM: <selection>",10115
2,0,1,4,3,2,2,1,1,8,3,0,NA,disagree,"YOU: i'll give you the books if i can take the rest . <eos> THEM: i'll take the hats and you can have all the books and balls . i'm a hat fan . <eos> YOU: no . i already have tons of books . i'll take the hat and 2 balls ? <eos> THEM: how about we split the hats and i get a ball and all the books please . <eos> YOU: i only have one hat . . . do you have more ? <eos> THEM: yes <eos> YOU: i only have one hat ! <eos> THEM: i have a hat to <eos> YOU: i'm confused . you said split the hats , but i just have one . what are you saying ? <eos> THEM: their are 8 available so we can split them <eos> YOU: <selection>",10116
2,1,2,1,3,2,2,0,2,5,3,0,8,agree,"THEM: hats and balls for me <eos> YOU: cant do that . . . i need the balls plus at least 1 other item <eos> THEM: ok , ok , i'll give you everything but the hats <eos> YOU: <selection>",10117
2,0,2,5,3,0,2,1,2,1,3,2,10,agree,"YOU: hats and balls for me <eos> THEM: cant do that . . . i need the balls plus at least 1 other item <eos> YOU: ok , ok , i'll give you everything but the hats <eos> THEM: <selection>",10118
1,0,4,2,1,2,1,3,4,0,1,7,8,agree,YOU: i can give you book <eos> THEM: i need the basketball and book you can have all the hats <eos> YOU: deal <eos> THEM: <selection>,10119
1,3,4,0,1,7,1,0,4,2,1,2,10,agree,THEM: i can give you book <eos> YOU: i need the basketball and book you can have all the hats <eos> THEM: deal <eos> YOU: <selection>,10120
2,0,2,2,3,2,2,1,2,4,3,0,6,agree,"THEM: hats and books for me <eos> YOU: i'll agree to that if you give me one of the hats . <eos> THEM: no deal , both hats to me , rest to you <eos> YOU: deal . <eos> THEM: <selection>",10121
2,1,2,4,3,0,2,0,2,2,3,2,8,agree,"YOU: hats and books for me <eos> THEM: i'll agree to that if you give me one of the hats . <eos> YOU: no deal , both hats to me , rest to you <eos> THEM: deal . <eos> YOU: <selection>",10122
1,2,1,8,4,0,1,3,1,3,4,1,8,agree,THEM: i'd like to know what you propose before i tell you what i want . <eos> YOU: i'll take hat . you can have the rest . <eos> THEM: that seems pretty fair . <eos> YOU: <selection>,10123
1,3,1,3,4,1,1,2,1,8,4,0,7,agree,YOU: i'd like to know what you propose before i tell you what i want . <eos> THEM: i'll take hat . you can have the rest . <eos> YOU: that seems pretty fair . <eos> THEM: <selection>,10124
1,2,1,4,4,1,1,6,1,4,4,0,NA,disagree,THEM: i can give you 2 balls <eos> YOU: i will like that <eos> THEM: <selection>,10125
1,6,1,4,4,0,1,2,1,4,4,1,10,disagree,YOU: i can give you 2 balls <eos> THEM: i will like that <eos> YOU: <selection>,10126
1,9,1,1,4,0,1,5,1,1,4,1,9,agree,"YOU: can i have the book , 1 hat and 1 ball ? <eos> THEM: gonna need that book and two balls . . . <eos> YOU: no deal . i'll take the book if you want the rest <eos> THEM: you can have the rest and i'll take the book lol <eos> YOU: definitely no . if i don't get the book , there's really no point <eos> THEM: i'm sorry to hear this , i'll give youthe book but know its hurting me not that you care . <eos> YOU: <selection>",10127
1,5,1,1,4,1,1,9,1,1,4,0,5,agree,"THEM: can i have the book , 1 hat and 1 ball ? <eos> YOU: gonna need that book and two balls . . . <eos> THEM: no deal . i'll take the book if you want the rest <eos> YOU: you can have the rest and i'll take the book lol <eos> THEM: definitely no . if i don't get the book , there's really no point <eos> YOU: i'm sorry to hear this , i'll give youthe book but know its hurting me not that you care . <eos> THEM: <selection>",10128
